network,link,ep_start,ep_end,t_star,ens_delta,duan_delta,inc_delta
TSMO,110+04387,2022-12-23 06:35:00,2022-12-23 06:45:00,2022-12-23 07:55:00,-70,,
TSMO,110+04387,2022-12-26 17:10:00,2022-12-26 17:20:00,2022-12-26 17:15:00,5,,
TSMO,110+04387,2022-12-28 15:15:00,2022-12-28 15:40:00,2022-12-28 16:25:00,-45,,
TSMO,110+04387,2022-12-30 15:20:00,2022-12-30 15:50:00,2022-12-30 15:50:00,0,,
TSMO,110+04387,2023-01-05 16:55:00,2023-01-05 17:45:00,2023-01-05 18:30:00,-45,,
TSMO,110+04387,2023-01-20 05:40:00,2023-01-20 05:55:00,2023-01-20 06:05:00,-10,,
TSMO,110+04387,2023-01-25 17:00:00,2023-01-25 17:55:00,2023-01-25 18:55:00,-60,,
TSMO,110+04387,2023-02-08 16:40:00,2023-02-08 17:00:00,2023-02-08 17:20:00,-20,,
TSMO,110+04388,2022-05-31 12:50:00,2022-05-31 13:00:00,2022-05-31 13:15:00,-15,,
TSMO,110+04388,2022-06-01 05:35:00,2022-06-01 05:50:00,2022-06-01 05:45:00,5,,
TSMO,110+04388,2022-06-07 17:00:00,2022-06-07 17:45:00,2022-06-07 19:20:00,-95,,
TSMO,110+04388,2022-06-08 12:40:00,2022-06-08 12:50:00,2022-06-08 13:05:00,-15,,
TSMO,110+04388,2022-06-15 18:00:00,2022-06-15 18:15:00,2022-06-15 18:20:00,-5,-5.0,
TSMO,110+04388,2022-07-18 16:30:00,2022-07-18 16:50:00,2022-07-18 17:35:00,-45,,
TSMO,110+04388,2022-07-25 10:10:00,2022-07-25 10:30:00,2022-07-25 10:50:00,-20,-20.0,
TSMO,110+04388,2022-08-04 17:25:00,2022-08-04 18:05:00,2022-08-04 18:25:00,-20,,
TSMO,110+04388,2022-08-15 06:05:00,2022-08-15 06:15:00,2022-08-15 06:40:00,-25,,
TSMO,110+04388,2022-08-16 09:35:00,2022-08-16 09:45:00,2022-08-16 10:05:00,-20,,
TSMO,110+04388,2022-08-23 12:05:00,2022-08-23 12:15:00,2022-08-23 12:25:00,-10,,
TSMO,110+04388,2022-08-30 20:40:00,2022-08-30 20:55:00,2022-08-30 20:45:00,10,,
TSMO,110+04388,2022-09-05 18:20:00,2022-09-05 18:40:00,2022-09-05 18:55:00,-15,,
TSMO,110+04388,2022-09-06 05:35:00,2022-09-06 05:45:00,2022-09-06 07:20:00,-95,,
TSMO,110+04388,2022-09-15 12:05:00,2022-09-15 12:20:00,2022-09-15 12:25:00,-5,,
TSMO,110+04388,2022-09-21 15:25:00,2022-09-21 15:35:00,2022-09-21 15:35:00,0,,
TSMO,110+04388,2022-09-22 09:55:00,2022-09-22 10:05:00,2022-09-22 10:35:00,-30,,
TSMO,110+04388,2022-09-22 12:20:00,2022-09-22 12:30:00,2022-09-22 13:10:00,-40,,
TSMO,110+04388,2022-10-03 19:15:00,2022-10-03 19:25:00,2022-10-03 20:05:00,-40,,
TSMO,110+04388,2022-10-04 16:40:00,2022-10-04 18:15:00,2022-10-04 19:15:00,-60,,
TSMO,110+04388,2022-10-26 14:25:00,2022-10-26 14:40:00,2022-10-26 15:05:00,-25,,
TSMO,110+04388,2022-10-31 16:20:00,2022-10-31 17:40:00,2022-10-31 18:55:00,-75,,
TSMO,110+04388,2022-11-01 16:50:00,2022-11-01 17:20:00,2022-11-01 19:20:00,-120,,
TSMO,110+04388,2022-11-14 15:20:00,2022-11-14 15:30:00,2022-11-14 16:05:00,-35,,
TSMO,110+04388,2022-11-15 10:10:00,2022-11-15 10:25:00,2022-11-15 10:15:00,10,,
TSMO,110+04388,2022-11-21 17:15:00,2022-11-21 17:55:00,2022-11-21 18:20:00,-25,,
TSMO,110+04388,2022-11-22 11:40:00,2022-11-22 11:55:00,2022-11-22 12:40:00,-45,,
TSMO,110+04388,2022-11-25 15:15:00,2022-11-25 15:25:00,2022-11-25 15:35:00,-10,,
TSMO,110+04388,2022-12-01 10:00:00,2022-12-01 10:15:00,2022-12-01 10:25:00,-10,,
TSMO,110+04388,2022-12-06 16:45:00,2022-12-06 18:25:00,2022-12-06 20:05:00,-100,,
TSMO,110+04388,2022-12-12 10:10:00,2022-12-12 10:20:00,2022-12-12 10:20:00,0,,
TSMO,110+04388,2022-12-13 17:20:00,2022-12-13 18:05:00,2022-12-13 19:05:00,-60,-85.0,
TSMO,110+04388,2022-12-15 16:55:00,2022-12-15 18:40:00,2022-12-15 18:55:00,-15,,
TSMO,110+04388,2022-12-19 16:20:00,2022-12-19 16:50:00,2022-12-19 18:55:00,-125,,
TSMO,110+04388,2022-12-22 10:05:00,2022-12-22 10:25:00,2022-12-22 11:40:00,-75,,
TSMO,110+04388,2022-12-23 08:35:00,2022-12-23 08:55:00,2022-12-23 10:40:00,-105,,
TSMO,110+04388,2022-12-29 09:00:00,2022-12-29 09:55:00,2022-12-29 10:00:00,-5,-5.0,
TSMO,110+04388,2023-01-05 16:55:00,2023-01-05 17:55:00,2023-01-05 18:55:00,-60,,
TSMO,110+04388,2023-01-16 17:25:00,2023-01-16 17:55:00,2023-01-16 18:25:00,-30,-35.0,
TSMO,110+04388,2023-01-18 17:10:00,2023-01-18 17:35:00,2023-01-18 18:00:00,-25,,
TSMO,110+04388,2023-01-25 16:00:00,2023-01-25 18:55:00,2023-01-25 19:35:00,-40,,
TSMO,110+04388,2023-02-08 16:30:00,2023-02-08 17:05:00,2023-02-08 18:15:00,-70,,
TSMO,110+04389,2022-05-16 05:35:00,2022-05-16 05:45:00,2022-05-16 05:45:00,0,,
TSMO,110+04389,2022-06-06 08:15:00,2022-06-06 08:30:00,2022-06-06 08:50:00,-20,,
TSMO,110+04389,2022-06-29 14:45:00,2022-06-29 14:55:00,2022-06-29 15:10:00,-15,,
TSMO,110+04389,2022-07-05 16:20:00,2022-07-05 16:50:00,2022-07-05 17:55:00,-65,,
TSMO,110+04389,2022-07-18 15:25:00,2022-07-18 15:35:00,2022-07-18 17:25:00,-110,,
TSMO,110+04389,2022-07-28 07:45:00,2022-07-28 08:10:00,2022-07-28 08:30:00,-20,-20.0,
TSMO,110+04389,2022-08-01 06:10:00,2022-08-01 06:20:00,2022-08-01 06:55:00,-35,,
TSMO,110+04389,2022-08-04 17:25:00,2022-08-04 18:05:00,2022-08-04 18:20:00,-15,,
TSMO,110+04389,2022-09-05 18:25:00,2022-09-05 18:40:00,2022-09-05 19:00:00,-20,,
TSMO,110+04389,2022-10-10 15:45:00,2022-10-10 16:40:00,2022-10-10 17:10:00,-30,,
TSMO,110+04389,2022-10-13 05:55:00,2022-10-13 06:20:00,2022-10-13 06:00:00,20,,
TSMO,110+04389,2022-10-24 16:15:00,2022-10-24 16:30:00,2022-10-24 17:20:00,-50,,
TSMO,110+04389,2022-11-14 18:25:00,2022-11-14 18:55:00,2022-11-14 19:35:00,-40,-40.0,
TSMO,110+04389,2022-11-23 06:15:00,2022-11-23 06:30:00,2022-11-23 06:20:00,10,,
TSMO,110+04389,2022-11-24 16:25:00,2022-11-24 17:20:00,2022-11-24 16:40:00,40,,
TSMO,110+04389,2022-11-30 16:55:00,2022-11-30 17:10:00,2022-11-30 19:20:00,-130,,
TSMO,110+04389,2022-12-01 10:05:00,2022-12-01 10:25:00,2022-12-01 10:30:00,-5,,
TSMO,110+04389,2022-12-13 17:05:00,2022-12-13 18:30:00,2022-12-13 18:50:00,-20,-20.0,-20.0
TSMO,110+04389,2022-12-15 16:55:00,2022-12-15 18:30:00,2022-12-15 18:55:00,-25,,
TSMO,110+04389,2022-12-23 09:35:00,2022-12-23 10:00:00,2022-12-23 10:45:00,-45,,
TSMO,110+04389,2023-01-02 08:45:00,2023-01-02 08:55:00,2023-01-02 09:25:00,-30,,
TSMO,110+04389,2023-01-17 16:20:00,2023-01-17 16:40:00,2023-01-17 19:25:00,-165,,
TSMO,110+04389,2023-01-25 07:50:00,2023-01-25 08:00:00,2023-01-25 09:00:00,-60,,
TSMO,110+04390,2022-05-18 16:30:00,2022-05-18 17:35:00,2022-05-18 17:10:00,25,-5.0,
TSMO,110+04390,2022-05-23 14:10:00,2022-05-23 17:45:00,2022-05-23 15:20:00,145,125.0,125.0
TSMO,110+04390,2022-05-25 14:35:00,2022-05-25 15:10:00,2022-05-25 15:15:00,-5,,
TSMO,110+04390,2022-06-01 16:10:00,2022-06-01 17:40:00,2022-06-01 16:10:00,90,75.0,
TSMO,110+04390,2022-06-02 15:40:00,2022-06-02 17:30:00,2022-06-02 15:40:00,110,50.0,
TSMO,110+04390,2022-06-03 09:05:00,2022-06-03 09:15:00,2022-06-03 09:30:00,-15,,
TSMO,110+04390,2022-06-06 16:30:00,2022-06-06 17:05:00,2022-06-06 16:30:00,35,35.0,
TSMO,110+04390,2022-06-07 17:15:00,2022-06-07 18:30:00,2022-06-07 17:15:00,75,45.0,
TSMO,110+04390,2022-06-08 15:25:00,2022-06-08 17:35:00,2022-06-08 15:25:00,130,130.0,
TSMO,110+04390,2022-06-08 18:00:00,2022-06-08 18:40:00,2022-06-08 18:45:00,-5,,
TSMO,110+04390,2022-06-15 12:10:00,2022-06-15 12:35:00,2022-06-15 12:55:00,-20,,
TSMO,110+04390,2022-06-15 14:35:00,2022-06-15 15:00:00,2022-06-15 15:05:00,-5,,
TSMO,110+04390,2022-06-15 16:30:00,2022-06-15 17:45:00,2022-06-15 18:25:00,-40,-90.0,
TSMO,110+04390,2022-06-17 13:30:00,2022-06-17 15:30:00,2022-06-17 15:30:00,0,-5.0,
TSMO,110+04390,2022-06-21 13:50:00,2022-06-21 14:05:00,2022-06-21 14:20:00,-15,,
TSMO,110+04390,2022-06-22 10:40:00,2022-06-22 11:00:00,2022-06-22 11:10:00,-10,20.0,20.0
TSMO,110+04390,2022-07-07 13:45:00,2022-07-07 14:10:00,2022-07-07 14:15:00,-5,-5.0,
TSMO,110+04390,2022-07-12 17:15:00,2022-07-12 17:40:00,2022-07-12 17:15:00,25,,
TSMO,110+04390,2022-07-19 14:15:00,2022-07-19 14:40:00,2022-07-19 14:50:00,-10,,
TSMO,110+04390,2022-07-25 14:15:00,2022-07-25 14:50:00,2022-07-25 15:00:00,-10,,
TSMO,110+04390,2022-08-05 09:35:00,2022-08-05 09:45:00,2022-08-05 09:55:00,-10,,
TSMO,110+04390,2022-08-12 14:40:00,2022-08-12 15:50:00,2022-08-12 15:10:00,40,40.0,40.0
TSMO,110+04409,2022-05-16 07:15:00,2022-05-16 07:45:00,2022-05-16 07:45:00,0,-5.0,
TSMO,110+04409,2022-05-17 08:00:00,2022-05-17 08:40:00,2022-05-17 08:00:00,40,45.0,
TSMO,110+04409,2022-05-20 11:20:00,2022-05-20 11:35:00,2022-05-20 11:25:00,10,,
TSMO,110+04409,2022-05-23 06:40:00,2022-05-23 07:00:00,2022-05-23 07:05:00,-5,,
TSMO,110+04409,2022-05-23 08:05:00,2022-05-23 08:30:00,2022-05-23 08:50:00,-20,-15.0,
TSMO,110+04409,2022-05-25 16:55:00,2022-05-25 17:30:00,2022-05-25 18:20:00,-50,,
TSMO,110+04409,2022-05-26 07:10:00,2022-05-26 07:30:00,2022-05-26 07:40:00,-10,-5.0,
TSMO,110+04409,2022-05-27 08:30:00,2022-05-27 08:45:00,2022-05-27 09:20:00,-35,,
TSMO,110+04409,2022-05-27 13:10:00,2022-05-27 13:45:00,2022-05-27 13:55:00,-10,,
TSMO,110+04409,2022-05-31 14:00:00,2022-05-31 15:00:00,2022-05-31 15:10:00,-10,,
TSMO,110+04409,2022-06-01 17:20:00,2022-06-01 17:45:00,2022-06-01 18:00:00,-15,,
TSMO,110+04409,2022-06-02 07:15:00,2022-06-02 07:30:00,2022-06-02 07:40:00,-10,-5.0,
TSMO,110+04409,2022-06-02 08:20:00,2022-06-02 08:35:00,2022-06-02 08:45:00,-10,-25.0,
TSMO,110+04409,2022-06-02 09:25:00,2022-06-02 09:35:00,2022-06-02 09:30:00,5,,
TSMO,110+04409,2022-06-02 17:15:00,2022-06-02 18:10:00,2022-06-02 17:15:00,55,,
TSMO,110+04409,2022-06-03 09:45:00,2022-06-03 10:10:00,2022-06-03 10:30:00,-20,,
TSMO,110+04409,2022-06-03 13:45:00,2022-06-03 14:05:00,2022-06-03 14:30:00,-25,,
TSMO,110+04409,2022-06-06 06:35:00,2022-06-06 07:35:00,2022-06-06 07:40:00,-5,-20.0,
TSMO,110+04409,2022-06-06 08:00:00,2022-06-06 08:45:00,2022-06-06 09:45:00,-60,,
TSMO,110+04409,2022-06-06 15:50:00,2022-06-06 17:35:00,2022-06-06 18:05:00,-30,,
TSMO,110+04409,2022-06-06 20:15:00,2022-06-06 20:25:00,2022-06-06 20:20:00,5,,
TSMO,110+04409,2022-06-07 16:30:00,2022-06-07 18:25:00,2022-06-07 18:50:00,-25,,
TSMO,110+04409,2022-06-08 06:20:00,2022-06-08 06:50:00,2022-06-08 07:05:00,-15,,
TSMO,110+04409,2022-06-08 12:10:00,2022-06-08 12:20:00,2022-06-08 12:15:00,5,,
TSMO,110+04409,2022-06-10 12:45:00,2022-06-10 13:55:00,2022-06-10 14:15:00,-20,,
TSMO,110+04409,2022-06-13 07:20:00,2022-06-13 07:40:00,2022-06-13 07:50:00,-10,,
TSMO,110+04409,2022-06-13 08:05:00,2022-06-13 08:25:00,2022-06-13 09:10:00,-45,,
TSMO,110+04409,2022-06-13 16:40:00,2022-06-13 18:00:00,2022-06-13 18:00:00,0,,
TSMO,110+04409,2022-06-15 05:45:00,2022-06-15 06:50:00,2022-06-15 07:00:00,-10,0.0,
TSMO,110+04409,2022-06-15 17:00:00,2022-06-15 17:20:00,2022-06-15 17:00:00,20,,
TSMO,110+04409,2022-06-16 07:40:00,2022-06-16 08:00:00,2022-06-16 07:40:00,20,,
TSMO,110+04409,2022-06-16 14:40:00,2022-06-16 15:10:00,2022-06-16 15:25:00,-15,,-15.0
TSMO,110+04409,2022-06-17 07:40:00,2022-06-17 08:35:00,2022-06-17 07:40:00,55,55.0,
TSMO,110+04409,2022-06-17 08:55:00,2022-06-17 09:10:00,2022-06-17 09:15:00,-5,,
TSMO,110+04409,2022-06-23 09:20:00,2022-06-23 09:50:00,2022-06-23 10:05:00,-15,,
TSMO,110+04409,2022-06-23 15:10:00,2022-06-23 15:25:00,2022-06-23 15:50:00,-25,,
TSMO,110+04409,2022-06-24 16:55:00,2022-06-24 17:15:00,2022-06-24 17:40:00,-25,,
TSMO,110+04409,2022-06-28 17:20:00,2022-06-28 18:10:00,2022-06-28 18:35:00,-25,,
TSMO,110+04409,2022-06-29 17:20:00,2022-06-29 18:05:00,2022-06-29 18:25:00,-20,,
TSMO,110+04409,2022-06-30 06:30:00,2022-06-30 07:00:00,2022-06-30 07:05:00,-5,-10.0,
TSMO,110+04409,2022-06-30 09:00:00,2022-06-30 09:20:00,2022-06-30 09:45:00,-25,-20.0,
TSMO,110+04409,2022-06-30 14:05:00,2022-06-30 14:25:00,2022-06-30 14:30:00,-5,,
TSMO,110+04409,2022-07-01 11:55:00,2022-07-01 12:20:00,2022-07-01 12:35:00,-15,,
TSMO,110+04409,2022-07-01 16:20:00,2022-07-01 16:40:00,2022-07-01 16:45:00,-5,,
TSMO,110+04409,2022-07-05 14:30:00,2022-07-05 14:40:00,2022-07-05 15:00:00,-20,,
TSMO,110+04409,2022-07-05 16:35:00,2022-07-05 17:05:00,2022-07-05 17:20:00,-15,,
TSMO,110+04409,2022-07-06 15:40:00,2022-07-06 16:15:00,2022-07-06 17:10:00,-55,,
TSMO,110+04409,2022-07-11 07:20:00,2022-07-11 07:50:00,2022-07-11 08:10:00,-20,,
TSMO,110+04409,2022-07-12 08:55:00,2022-07-12 09:15:00,2022-07-12 09:25:00,-10,,
TSMO,110+04409,2022-07-14 13:15:00,2022-07-14 13:30:00,2022-07-14 13:20:00,10,,
TSMO,110+04409,2022-07-14 14:25:00,2022-07-14 15:45:00,2022-07-14 15:45:00,0,,
TSMO,110+04409,2022-07-18 14:50:00,2022-07-18 15:50:00,2022-07-18 16:00:00,-10,,-10.0
TSMO,110+04409,2022-07-18 16:30:00,2022-07-18 17:35:00,2022-07-18 17:50:00,-15,,
TSMO,110+04409,2022-07-20 15:45:00,2022-07-20 16:05:00,2022-07-20 16:55:00,-50,,
TSMO,110+04409,2022-07-21 07:25:00,2022-07-21 07:50:00,2022-07-21 07:55:00,-5,5.0,
TSMO,110+04409,2022-07-22 07:50:00,2022-07-22 08:10:00,2022-07-22 07:50:00,20,,
TSMO,110+04409,2022-07-25 07:15:00,2022-07-25 08:10:00,2022-07-25 08:10:00,0,-5.0,
TSMO,110+04409,2022-07-26 06:35:00,2022-07-26 06:50:00,2022-07-26 07:05:00,-15,,
TSMO,110+04409,2022-07-27 17:05:00,2022-07-27 17:50:00,2022-07-27 17:05:00,45,,
TSMO,110+04409,2022-07-28 19:30:00,2022-07-28 19:50:00,2022-07-28 20:10:00,-20,,
TSMO,110+04409,2022-08-01 08:20:00,2022-08-01 08:45:00,2022-08-01 08:20:00,25,,
TSMO,110+04409,2022-08-02 08:20:00,2022-08-02 08:40:00,2022-08-02 08:20:00,20,,
TSMO,110+04409,2022-08-08 07:40:00,2022-08-08 08:00:00,2022-08-08 08:05:00,-5,-5.0,
TSMO,110+04409,2022-08-09 09:45:00,2022-08-09 09:55:00,2022-08-09 10:45:00,-50,,
TSMO,110+04409,2022-08-10 08:35:00,2022-08-10 08:55:00,2022-08-10 08:35:00,20,-5.0,
TSMO,110+04409,2022-08-11 08:35:00,2022-08-11 09:05:00,2022-08-11 09:25:00,-20,-15.0,
TSMO,110+04409,2022-08-12 13:55:00,2022-08-12 14:25:00,2022-08-12 14:40:00,-15,,
TSMO,110+04409,2022-08-15 07:20:00,2022-08-15 07:45:00,2022-08-15 08:05:00,-20,,
TSMO,110+04409,2022-08-17 09:40:00,2022-08-17 10:00:00,2022-08-17 10:05:00,-5,-5.0,
TSMO,110+04409,2022-08-19 07:20:00,2022-08-19 07:50:00,2022-08-19 08:05:00,-15,-20.0,
TSMO,110+04409,2022-08-22 07:15:00,2022-08-22 08:10:00,2022-08-22 08:30:00,-20,-20.0,
TSMO,110+04409,2022-08-23 07:20:00,2022-08-23 08:00:00,2022-08-23 08:00:00,0,0.0,
TSMO,110+04409,2022-08-24 15:35:00,2022-08-24 15:55:00,2022-08-24 16:05:00,-10,,
TSMO,110+04409,2022-08-25 07:10:00,2022-08-25 07:45:00,2022-08-25 07:50:00,-5,0.0,
TSMO,110+04409,2022-08-25 08:30:00,2022-08-25 08:50:00,2022-08-25 08:30:00,20,30.0,
TSMO,110+04409,2022-08-26 16:30:00,2022-08-26 17:05:00,2022-08-26 17:15:00,-10,,
TSMO,110+04409,2022-08-29 15:35:00,2022-08-29 16:45:00,2022-08-29 16:30:00,15,,15.0
TSMO,110+04409,2022-08-29 18:20:00,2022-08-29 18:35:00,2022-08-29 18:30:00,5,,
TSMO,110+04409,2022-08-30 09:05:00,2022-08-30 10:00:00,2022-08-30 10:05:00,-5,,
TSMO,110+04409,2022-08-30 16:40:00,2022-08-30 18:00:00,2022-08-30 18:50:00,-50,,
TSMO,110+04409,2022-08-31 06:35:00,2022-08-31 07:30:00,2022-08-31 07:10:00,20,30.0,
TSMO,110+04409,2022-09-01 08:05:00,2022-09-01 09:00:00,2022-09-01 09:20:00,-20,,
TSMO,110+04409,2022-09-02 15:20:00,2022-09-02 16:55:00,2022-09-02 17:00:00,-5,-75.0,
TSMO,110+04409,2022-09-02 17:20:00,2022-09-02 17:30:00,2022-09-02 17:30:00,0,,
TSMO,110+04409,2022-09-05 07:05:00,2022-09-05 07:15:00,2022-09-05 07:30:00,-15,,
TSMO,110+04409,2022-09-06 06:20:00,2022-09-06 08:05:00,2022-09-06 08:05:00,0,0.0,
TSMO,110+04409,2022-09-06 08:45:00,2022-09-06 09:20:00,2022-09-06 08:45:00,35,,
TSMO,110+04409,2022-09-06 16:10:00,2022-09-06 16:50:00,2022-09-06 18:50:00,-120,,
TSMO,110+04409,2022-09-06 17:25:00,2022-09-06 18:00:00,2022-09-06 18:50:00,-50,,
TSMO,110+04409,2022-09-07 06:20:00,2022-09-07 08:15:00,2022-09-07 08:30:00,-15,-15.0,
TSMO,110+04409,2022-09-08 18:10:00,2022-09-08 18:45:00,2022-09-08 18:35:00,10,-5.0,
TSMO,110+04409,2022-09-12 08:00:00,2022-09-12 08:35:00,2022-09-12 09:05:00,-30,,
TSMO,110+04409,2022-09-12 17:55:00,2022-09-12 19:00:00,2022-09-12 19:25:00,-25,,
TSMO,110+04409,2022-09-13 06:25:00,2022-09-13 06:55:00,2022-09-13 07:10:00,-15,,
TSMO,110+04409,2022-09-13 08:15:00,2022-09-13 09:55:00,2022-09-13 08:15:00,100,,
TSMO,110+04409,2022-09-14 06:20:00,2022-09-14 07:10:00,2022-09-14 07:15:00,-5,-5.0,
TSMO,110+04409,2022-09-15 05:50:00,2022-09-15 06:00:00,2022-09-15 05:55:00,5,,
TSMO,110+04409,2022-09-15 06:45:00,2022-09-15 07:05:00,2022-09-15 07:20:00,-15,-5.0,
TSMO,110+04409,2022-09-15 07:55:00,2022-09-15 08:15:00,2022-09-15 07:55:00,20,,
TSMO,110+04409,2022-09-19 08:20:00,2022-09-19 08:50:00,2022-09-19 08:20:00,30,,
TSMO,110+04409,2022-09-19 15:40:00,2022-09-19 15:50:00,2022-09-19 16:10:00,-20,,
TSMO,110+04409,2022-09-20 06:35:00,2022-09-20 07:05:00,2022-09-20 07:10:00,-5,5.0,
TSMO,110+04409,2022-09-21 06:25:00,2022-09-21 06:50:00,2022-09-21 07:00:00,-10,0.0,
TSMO,110+04409,2022-09-22 07:25:00,2022-09-22 08:50:00,2022-09-22 09:05:00,-15,-100.0,
TSMO,110+04409,2022-09-22 11:30:00,2022-09-22 11:45:00,2022-09-22 12:20:00,-35,,
TSMO,110+04409,2022-09-26 06:40:00,2022-09-26 07:20:00,2022-09-26 07:25:00,-5,-15.0,
TSMO,110+04409,2022-09-26 16:05:00,2022-09-26 16:30:00,2022-09-26 16:40:00,-10,,
TSMO,110+04409,2022-09-27 06:40:00,2022-09-27 06:55:00,2022-09-27 07:10:00,-15,-5.0,
TSMO,110+04409,2022-09-27 08:10:00,2022-09-27 08:55:00,2022-09-27 08:10:00,45,55.0,
TSMO,110+04409,2022-09-28 07:15:00,2022-09-28 09:20:00,2022-09-28 09:40:00,-20,,
TSMO,110+04409,2022-09-28 17:05:00,2022-09-28 17:30:00,2022-09-28 17:55:00,-25,,
TSMO,110+04409,2022-09-30 05:40:00,2022-09-30 07:20:00,2022-09-30 07:20:00,0,-50.0,
TSMO,110+04409,2022-10-03 06:35:00,2022-10-03 07:20:00,2022-10-03 07:35:00,-15,-20.0,
TSMO,110+04409,2022-10-03 07:45:00,2022-10-03 08:50:00,2022-10-03 07:45:00,65,25.0,
TSMO,110+04409,2022-10-03 16:20:00,2022-10-03 17:05:00,2022-10-03 16:20:00,45,,
TSMO,110+04409,2022-10-04 06:20:00,2022-10-04 06:50:00,2022-10-04 06:55:00,-5,,
TSMO,110+04409,2022-10-04 17:40:00,2022-10-04 18:00:00,2022-10-04 19:00:00,-60,,-35.0
TSMO,110+04409,2022-10-05 06:20:00,2022-10-05 07:10:00,2022-10-05 07:20:00,-10,0.0,
TSMO,110+04409,2022-10-05 14:40:00,2022-10-05 15:15:00,2022-10-05 15:25:00,-10,,
TSMO,110+04409,2022-10-05 16:35:00,2022-10-05 17:00:00,2022-10-05 17:05:00,-5,,
TSMO,110+04409,2022-10-06 07:20:00,2022-10-06 07:45:00,2022-10-06 07:55:00,-10,0.0,
TSMO,110+04409,2022-10-06 14:45:00,2022-10-06 15:10:00,2022-10-06 15:30:00,-20,,
TSMO,110+04409,2022-10-06 17:15:00,2022-10-06 17:50:00,2022-10-06 17:15:00,35,,
TSMO,110+04409,2022-10-07 17:55:00,2022-10-07 18:55:00,2022-10-07 19:00:00,-5,,
TSMO,110+04409,2022-10-10 17:20:00,2022-10-10 17:35:00,2022-10-10 17:50:00,-15,,
TSMO,110+04409,2022-10-11 05:40:00,2022-10-11 06:55:00,2022-10-11 07:00:00,-5,-35.0,
TSMO,110+04409,2022-10-11 08:05:00,2022-10-11 08:35:00,2022-10-11 08:05:00,30,,
TSMO,110+04409,2022-10-11 17:05:00,2022-10-11 18:00:00,2022-10-11 18:05:00,-5,,
TSMO,110+04409,2022-10-12 09:05:00,2022-10-12 09:40:00,2022-10-12 09:40:00,0,-5.0,
TSMO,110+04409,2022-10-13 06:20:00,2022-10-13 07:00:00,2022-10-13 07:10:00,-10,,
TSMO,110+04409,2022-10-13 08:25:00,2022-10-13 09:20:00,2022-10-13 09:30:00,-10,-40.0,
TSMO,110+04409,2022-10-14 06:55:00,2022-10-14 08:10:00,2022-10-14 08:25:00,-15,,
TSMO,110+04409,2022-10-17 07:40:00,2022-10-17 08:10:00,2022-10-17 08:20:00,-10,-5.0,
TSMO,110+04409,2022-10-18 06:20:00,2022-10-18 06:45:00,2022-10-18 07:00:00,-15,-5.0,
TSMO,110+04409,2022-10-18 07:25:00,2022-10-18 08:15:00,2022-10-18 08:00:00,15,5.0,
TSMO,110+04409,2022-10-19 08:35:00,2022-10-19 09:00:00,2022-10-19 09:15:00,-15,-5.0,
TSMO,110+04409,2022-10-20 08:15:00,2022-10-20 08:40:00,2022-10-20 08:50:00,-10,,
TSMO,110+04409,2022-10-24 07:15:00,2022-10-24 07:40:00,2022-10-24 07:55:00,-15,,
TSMO,110+04409,2022-10-27 08:25:00,2022-10-27 08:40:00,2022-10-27 08:25:00,15,25.0,
TSMO,110+04409,2022-10-27 15:25:00,2022-10-27 15:50:00,2022-10-27 16:05:00,-15,,
TSMO,110+04409,2022-10-28 05:45:00,2022-10-28 05:55:00,2022-10-28 05:50:00,5,,
TSMO,110+04409,2022-10-31 10:15:00,2022-10-31 10:50:00,2022-10-31 10:55:00,-5,-5.0,
TSMO,110+04409,2022-10-31 16:55:00,2022-10-31 17:50:00,2022-10-31 18:45:00,-55,,
TSMO,110+04409,2022-11-04 09:00:00,2022-11-04 09:15:00,2022-11-04 09:25:00,-10,,
TSMO,110+04409,2022-11-04 12:25:00,2022-11-04 12:40:00,2022-11-04 12:50:00,-10,-5.0,
TSMO,110+04409,2022-11-04 14:35:00,2022-11-04 14:55:00,2022-11-04 15:05:00,-10,-10.0,
TSMO,110+04409,2022-11-09 15:15:00,2022-11-09 15:35:00,2022-11-09 15:45:00,-10,,
TSMO,110+04409,2022-11-09 19:15:00,2022-11-09 19:25:00,2022-11-09 19:25:00,0,,
TSMO,110+04409,2022-11-10 06:15:00,2022-11-10 07:10:00,2022-11-10 07:25:00,-15,-5.0,
TSMO,110+04409,2022-11-10 08:55:00,2022-11-10 09:20:00,2022-11-10 09:25:00,-5,,
TSMO,110+04409,2022-11-10 17:00:00,2022-11-10 17:50:00,2022-11-10 18:05:00,-15,,
TSMO,110+04409,2022-11-11 15:35:00,2022-11-11 16:05:00,2022-11-11 16:20:00,-15,,
TSMO,110+04409,2022-11-15 08:05:00,2022-11-15 08:40:00,2022-11-15 08:50:00,-10,-50.0,
TSMO,110+04409,2022-11-15 16:20:00,2022-11-15 18:10:00,2022-11-15 20:20:00,-130,,
TSMO,110+04409,2022-11-16 07:05:00,2022-11-16 07:25:00,2022-11-16 07:05:00,20,,
TSMO,110+04409,2022-11-16 16:40:00,2022-11-16 17:40:00,2022-11-16 18:00:00,-20,,
TSMO,110+04409,2022-11-17 17:15:00,2022-11-17 17:55:00,2022-11-17 18:50:00,-55,,
TSMO,110+04409,2022-11-21 07:15:00,2022-11-21 07:25:00,2022-11-21 07:25:00,0,,
TSMO,110+04409,2022-11-21 08:00:00,2022-11-21 08:25:00,2022-11-21 08:45:00,-20,-10.0,
